"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AC007364.1",0,0.415157903370276,0.514,0.298,0,"Enterocytes","AC007364.1"
"SLC2A5",0,0.414293103278075,0.501,0.27,0,"Enterocytes","SLC2A5"
"SLC6A19",0,0.412151920255936,0.591,0.341,0,"Enterocytes","SLC6A19"
"CD36",0,0.409805569380812,0.412,0.222,0,"Enterocytes","CD36"
"ZBTB16",0,0.409778159262383,0.633,0.423,0,"Enterocytes","ZBTB16"
"APOB",0,0.407619644475187,0.888,0.704,0,"Enterocytes","APOB"
"CDHR5",0,0.407261180567015,0.806,0.575,0,"Enterocytes","CDHR5"
"PHLPP2",0,0.404076444417734,0.457,0.238,0,"Enterocytes","PHLPP2"
"CREB3L3",0,0.403237271183222,0.444,0.217,0,"Enterocytes","CREB3L3"
"SLC46A1",0,0.402814714643622,0.34,0.134,0,"Enterocytes","SLC46A1"
"CXADR",0,0.400046034700416,0.692,0.484,0,"Enterocytes","CXADR"
"MEP1A",0,0.399133612921114,0.671,0.451,0,"Enterocytes","MEP1A"
"NABP1",0,0.398885242065054,0.476,0.261,0,"Enterocytes","NABP1"
"CYP2C9",0,0.394316211995243,0.526,0.31,0,"Enterocytes","CYP2C9"
"PCK1",0,0.392704497522081,0.663,0.456,0,"Enterocytes","PCK1"
"HKDC1",0,0.392136951897191,0.583,0.37,0,"Enterocytes","HKDC1"
"TM4SF20",0,0.39130510401962,0.601,0.394,0,"Enterocytes","TM4SF20"
"TM4SF4",0,0.38918202660573,0.707,0.529,0,"Enterocytes","TM4SF4"
"SLC5A11",0,0.387464950464618,0.335,0.136,0,"Enterocytes","SLC5A11"
"CDC14A",0,0.384919766680162,0.523,0.328,0,"Enterocytes","CDC14A"
"DGAT1",0,0.383073785170839,0.689,0.465,0,"Enterocytes","DGAT1"
"PDK4",0,0.383018256103253,0.516,0.324,0,"Enterocytes","PDK4"
"TBC1D8",0,0.378754087187912,0.605,0.423,0,"Enterocytes","TBC1D8"
"NR1H4",0,0.374742998301549,0.557,0.351,0,"Enterocytes","NR1H4"
"ENPEP",0,0.374474050273006,0.643,0.464,0,"Enterocytes","ENPEP"
"SCIN",0,0.366358996567966,0.464,0.255,0,"Enterocytes","SCIN"
"PTGR1",0,0.366067530524338,0.834,0.659,0,"Enterocytes","PTGR1"
"CCSER2",0,0.365724612600726,0.661,0.481,0,"Enterocytes","CCSER2"
"MYO7B",0,0.364878603963237,0.71,0.513,0,"Enterocytes","MYO7B"
"OGDH",0,0.364655126128886,0.737,0.558,0,"Enterocytes","OGDH"
"IL6R",0,0.364097144233072,0.343,0.147,0,"Enterocytes","IL6R"
"CYP2C18",0,0.363876851344657,0.425,0.273,0,"Enterocytes","CYP2C18"
"PIK3C2G",0,0.363839102798878,0.528,0.327,0,"Enterocytes","PIK3C2G"
"LINC01133",0,0.36222191535053,0.49,0.28,0,"Enterocytes","LINC01133"
"MS4A8",0,0.361368386815104,0.579,0.356,0,"Enterocytes","MS4A8"
"SLC41A2",0,0.356506482651525,0.735,0.563,0,"Enterocytes","SLC41A2"
"MEP1B",0,0.356364996176606,0.399,0.196,0,"Enterocytes","MEP1B"
"MUC3A",0,0.355547501183726,0.546,0.339,0,"Enterocytes","MUC3A"
"GRAMD1B",0,0.35438999992132,0.656,0.461,0,"Enterocytes","GRAMD1B"
"PAG1",0,0.351129888632672,0.712,0.537,0,"Enterocytes","PAG1"
"EEPD1",0,0.349985841358921,0.6,0.417,0,"Enterocytes","EEPD1"
"SLC7A7",0,0.346657374847439,0.387,0.191,0,"Enterocytes","SLC7A7"
"MIA2",0,0.346122620941137,0.739,0.573,0,"Enterocytes","MIA2"
"MAF",0,0.345938142554984,0.59,0.389,0,"Enterocytes","MAF"
"EPB41L3",0,0.345496552660368,0.817,0.651,0,"Enterocytes","EPB41L3"
"ACE2",0,0.344017321917132,0.521,0.326,0,"Enterocytes","ACE2"
"LIN52",0,0.343008071023821,0.449,0.299,0,"Enterocytes","LIN52"
"FMO5",0,0.342715314407289,0.532,0.36,0,"Enterocytes","FMO5"
"ABHD3",0,0.338752824407449,0.487,0.32,0,"Enterocytes","ABHD3"
"RIOK3",0,0.338146390698031,0.563,0.377,0,"Enterocytes","RIOK3"
"GPAT3",0,0.336969128090718,0.402,0.216,0,"Enterocytes","GPAT3"
"PDZK1",0,0.336571252575288,0.386,0.19,0,"Enterocytes","PDZK1"
"SLC36A1",0,0.332454838038526,0.453,0.265,0,"Enterocytes","SLC36A1"
"ABHD6",0,0.331751385869691,0.357,0.179,0,"Enterocytes","ABHD6"
"ANPEP",0,0.331531775409867,0.962,0.834,0,"Enterocytes","ANPEP"
"MYO15B",0,0.331165741557785,0.472,0.296,0,"Enterocytes","MYO15B"
"WWC1",0,0.330380421663299,0.635,0.457,0,"Enterocytes","WWC1"
"RALYL",0,0.330226004270089,0.252,0.115,0,"Enterocytes","RALYL"
"ZZEF1",0,0.328722736379708,0.791,0.622,0,"Enterocytes","ZZEF1"
"POR",0,0.328634567743862,0.481,0.299,0,"Enterocytes","POR"
"SLC7A9",0,0.328496568113941,0.35,0.183,0,"Enterocytes","SLC7A9"
"ASAH2",0,0.328054046123241,0.34,0.164,0,"Enterocytes","ASAH2"
"BTNL3",0,0.32667083675791,0.621,0.438,0,"Enterocytes","BTNL3"
"ABCG2",0,0.325789790881358,0.367,0.183,0,"Enterocytes","ABCG2"
"DENND5B",0,0.325094221145173,0.751,0.583,0,"Enterocytes","DENND5B"
"ABCC2",0,0.323710198508409,0.281,0.109,0,"Enterocytes","ABCC2"
"KLF6",0,0.32203495367548,0.475,0.313,0,"Enterocytes","KLF6"
"SPSB1",0,0.321698000939424,0.409,0.242,0,"Enterocytes","SPSB1"
"FRMD3",0,0.320547546002259,0.443,0.273,0,"Enterocytes","FRMD3"
"LMO7",0,0.319035153402073,0.687,0.533,0,"Enterocytes","LMO7"
"HSD17B2",0,0.317682838074121,0.696,0.533,0,"Enterocytes","HSD17B2"
"WDR49",0,0.315919306568795,0.399,0.239,0,"Enterocytes","WDR49"
"FLVCR2",0,0.315402544123306,0.417,0.243,0,"Enterocytes","FLVCR2"
"APOC3",0,0.314664526131183,0.825,0.682,0,"Enterocytes","APOC3"
"SELENOP",0,0.314099207713815,0.571,0.425,0,"Enterocytes","SELENOP"
"VNN1",0,0.31389991057015,0.502,0.328,0,"Enterocytes","VNN1"
"TOR1AIP2",0,0.313771814778326,0.549,0.381,0,"Enterocytes","TOR1AIP2"
"EXOC6B",0,0.311783469880316,0.865,0.751,0,"Enterocytes","EXOC6B"
"ERRFI1",0,0.311549847047864,0.33,0.164,0,"Enterocytes","ERRFI1"
"LAMA3",0,0.311248282937654,0.404,0.242,0,"Enterocytes","LAMA3"
"TCP11L1",0,0.310177000635597,0.327,0.162,0,"Enterocytes","TCP11L1"
"FOLH1",0,0.309943017990734,0.633,0.506,0,"Enterocytes","FOLH1"
"PCSK5",0,0.305653541222717,0.956,0.869,0,"Enterocytes","PCSK5"
"PLS1",0,0.304703818921978,0.794,0.655,0,"Enterocytes","PLS1"
"TNIK",0,0.304669608456245,0.814,0.678,0,"Enterocytes","TNIK"
"SLC5A9",0,0.303925847284557,0.373,0.198,0,"Enterocytes","SLC5A9"
"NEAT1",0,0.303708030019211,0.954,0.879,0,"Enterocytes","NEAT1"
"HNF4A-AS1",0,0.303138589922739,0.416,0.271,0,"Enterocytes","HNF4A-AS1"
"CIDEC",0,0.30058964300031,0.274,0.109,0,"Enterocytes","CIDEC"
"RAB8B",0,0.300409989497983,0.345,0.194,0,"Enterocytes","RAB8B"
"NELL2",0,0.300302167898279,0.441,0.272,0,"Enterocytes","NELL2"
"MYH14",0,0.300285040422555,0.803,0.649,0,"Enterocytes","MYH14"
"SMPD3",0,0.299673322655138,0.488,0.322,0,"Enterocytes","SMPD3"
"COBL",0,0.299191664712211,0.751,0.596,0,"Enterocytes","COBL"
"HPGD",0,0.298833914526705,0.608,0.458,0,"Enterocytes","HPGD"
"DAPK2",0,0.298044271028471,0.637,0.491,0,"Enterocytes","DAPK2"
"FAM3C",0,0.296399467442631,0.633,0.478,0,"Enterocytes","FAM3C"
"PTPRD",0,0.296306901690398,0.563,0.408,0,"Enterocytes","PTPRD"
"STK17B",0,0.29565415448519,0.407,0.255,0,"Enterocytes","STK17B"
"MICAL2",0,0.294845557164997,0.491,0.335,0,"Enterocytes","MICAL2"
"KCNK5",0,0.293451592648648,0.376,0.219,0,"Enterocytes","KCNK5"
"SOX6",0,0.293287599008191,0.819,0.692,0,"Enterocytes","SOX6"
"AHNAK",0,0.293224434846564,0.54,0.377,0,"Enterocytes","AHNAK"
"DST",0,0.29288262216702,0.689,0.536,0,"Enterocytes","DST"
"SLC35G1",0,0.292498633823509,0.493,0.334,0,"Enterocytes","SLC35G1"
"PRSS12",0,0.292320939067512,0.282,0.123,0,"Enterocytes","PRSS12"
"MUC13",0,0.29225794840857,0.695,0.539,0,"Enterocytes","MUC13"
"ABCG8",0,0.290798946886639,0.352,0.195,0,"Enterocytes","ABCG8"
"AL157786.1",0,0.290551690122592,0.31,0.173,0,"Enterocytes","AL157786.1"
"SHROOM3",0,0.289110144209914,0.859,0.73,0,"Enterocytes","SHROOM3"
"FLVCR1",0,0.28798318228787,0.327,0.181,0,"Enterocytes","FLVCR1"
"SEMA6D",0,0.287536768245929,0.489,0.328,0,"Enterocytes","SEMA6D"
"MAOB",0,0.287527580999783,0.404,0.24,0,"Enterocytes","MAOB"
"MYO1A",0,0.287284432434943,0.561,0.4,0,"Enterocytes","MYO1A"
"ERBIN",0,0.285902251888335,0.686,0.557,0,"Enterocytes","ERBIN"
"MXI1",0,0.285700265615144,0.338,0.192,0,"Enterocytes","MXI1"
"ITSN1",0,0.28474796031048,0.472,0.321,0,"Enterocytes","ITSN1"
"SGMS2",0,0.284122252756877,0.426,0.275,0,"Enterocytes","SGMS2"
"BIRC3",0,0.281453561959738,0.308,0.185,0,"Enterocytes","BIRC3"
"ARHGAP42",0,0.281313580158274,0.557,0.414,0,"Enterocytes","ARHGAP42"
"EZR",0,0.279035165213088,0.714,0.57,0,"Enterocytes","EZR"
"EPAS1",0,0.27610660314985,0.383,0.232,0,"Enterocytes","EPAS1"
"DGKA",0,0.275970414014025,0.336,0.18,0,"Enterocytes","DGKA"
"TMC5",0,0.273826580410941,0.8,0.674,0,"Enterocytes","TMC5"
"MFSD2A",0,0.27302274026768,0.262,0.12,0,"Enterocytes","MFSD2A"
"ACOX1",0,0.273006283648182,0.504,0.351,0,"Enterocytes","ACOX1"
"MS4A10",0,0.272659258684648,0.291,0.13,0,"Enterocytes","MS4A10"
"CA3",0,0.272059655302994,0.415,0.275,0,"Enterocytes","CA3"
"ACO2",0,0.271416272704528,0.576,0.426,0,"Enterocytes","ACO2"
"SLC51A",0,0.270283380433626,0.307,0.153,0,"Enterocytes","SLC51A"
"SAMD4A",0,0.269801424941181,0.284,0.149,0,"Enterocytes","SAMD4A"
"ACE",0,0.268067701715555,0.385,0.247,0,"Enterocytes","ACE"
"APOA4",0,0.267614842796513,0.884,0.785,0,"Enterocytes","APOA4"
"FKBP5",0,0.267410422359219,0.82,0.727,0,"Enterocytes","FKBP5"
"TMEM65",0,0.266195726788091,0.421,0.285,0,"Enterocytes","TMEM65"
"PEPD",0,0.265712357967766,0.544,0.388,0,"Enterocytes","PEPD"
"NPNT",0,0.264268288033658,0.452,0.333,0,"Enterocytes","NPNT"
"ALDOB",0,0.263694621196828,0.956,0.872,0,"Enterocytes","ALDOB"
"TFPI",0,0.26135753760651,0.552,0.42,0,"Enterocytes","TFPI"
"ATP1A1",0,0.260923025361151,0.911,0.815,0,"Enterocytes","ATP1A1"
"AC245297.3",0,0.260714643033647,0.324,0.209,0,"Enterocytes","AC245297.3"
"GATM",0,0.258423933452571,0.433,0.298,0,"Enterocytes","GATM"
"HERC4",0,0.258167819172983,0.689,0.592,0,"Enterocytes","HERC4"
"SLC6A20",0,0.257971922984713,0.325,0.178,0,"Enterocytes","SLC6A20"
"AAK1",0,0.257901960477104,0.529,0.392,0,"Enterocytes","AAK1"
"APPL2",0,0.255392571742136,0.53,0.392,0,"Enterocytes","APPL2"
"GCLM",0,0.252424499311977,0.354,0.216,0,"Enterocytes","GCLM"
"GNG12",0,0.251405787676865,0.692,0.564,0,"Enterocytes","GNG12"
"SLC4A7",0,0.251092275228596,0.832,0.764,0,"Enterocytes","SLC4A7"
"BEST4",0,1.90973490903175,0.832,0.022,0,"Best4","BEST4"
"MEIS1",0,1.59482673578613,0.867,0.062,0,"Best4","MEIS1"
"CFTR1",0,1.50028164286171,0.978,0.543,0,"Best4","CFTR"
"ADGRG4",0,1.44876939968651,0.757,0.029,0,"Best4","ADGRG4"
"NOTCH2",0,1.33441952250364,0.786,0.073,0,"Best4","NOTCH2"
"CA7",0,1.15406476847196,0.575,0.017,0,"Best4","CA7"
"NEURL1",0,1.15114002009644,0.714,0.078,0,"Best4","NEURL1"
"NBPF19",0,1.13922698964706,0.561,0.047,0,"Best4","NBPF19"
"KRT72",0,1.1385342711182,0.604,0.023,0,"Best4","KRT72"
"CHRM33",0,1.08645668155589,0.863,0.351,0,"Best4","CHRM3"
"DOCK81",0,1.07345287740743,0.709,0.153,0,"Best4","DOCK8"
"CACNA2D1",0,0.982000806918326,0.685,0.21,0,"Best4","CACNA2D1"
"AC000061.1",0,0.973527526469872,0.506,0.077,0,"Best4","AC000061.1"
"RAP1GAP21",0,0.918314573154905,0.741,0.263,0,"Best4","RAP1GAP2"
"JAK2",0,0.912144244051566,0.768,0.326,0,"Best4","JAK2"
"SPIB",0,0.887141578819686,0.497,0.024,0,"Best4","SPIB"
"FYB2",0,0.853603239318235,0.509,0.083,0,"Best4","FYB2"
"MBOAT1",0,0.840823649313751,0.701,0.263,0,"Best4","MBOAT1"
"PLA2G4A",0,0.828510497987959,0.784,0.384,0,"Best4","PLA2G4A"
"SIPA1L2",0,0.821829816750147,0.616,0.184,0,"Best4","SIPA1L2"
"NBPF14",0,0.815553330975761,0.458,0.03,0,"Best4","NBPF14"
"PROX1",0,0.79438157430699,0.493,0.04,0,"Best4","PROX1"
"CDH23",0,0.771228929119258,0.441,0.041,0,"Best4","CDH23"
"AL022068.1",0,0.764591814407436,0.352,0.03,0,"Best4","AL022068.1"
"QSOX1",0,0.757238662325228,0.573,0.144,0,"Best4","QSOX1"
"SULT1E1",0,0.752863816661947,0.604,0.196,0,"Best4","SULT1E1"
"PRKG1",0,0.750897147594302,0.864,0.503,0,"Best4","PRKG1"
"CAMK1D1",0,0.743090776283207,0.583,0.21,0,"Best4","CAMK1D"
"NEBL1",0,0.735169195803845,0.417,0.057,0,"Best4","NEBL"
"NBPF26",0,0.726499325725262,0.414,0.016,0,"Best4","NBPF26"
"BMP2K",0,0.707222536940369,0.771,0.415,0,"Best4","BMP2K"
"RABEP1",0,0.695680138062681,0.705,0.378,0,"Best4","RABEP1"
"CCNYL1",0,0.689031603778291,0.538,0.19,0,"Best4","CCNYL1"
"XYLT11",0,0.688510362862278,0.809,0.485,0,"Best4","XYLT1"
"SLC2A14",0,0.681943917198119,0.373,0.008,0,"Best4","SLC2A14"
"DEPTOR1",0,0.678506481165971,0.562,0.208,0,"Best4","DEPTOR"
"PRKCB",0,0.673027411456406,0.504,0.157,0,"Best4","PRKCB"
"HEPACAM21",0,0.67188369361969,0.495,0.088,0,"Best4","HEPACAM2"
"SNTB12",0,0.667306750886378,0.459,0.121,0,"Best4","SNTB1"
"CDK14",0,0.663776957651629,0.412,0.098,0,"Best4","CDK14"
"L3MBTL4",0,0.66247153179239,0.745,0.48,0,"Best4","L3MBTL4"
"PLCB11",0,0.65705894676212,0.589,0.282,0,"Best4","PLCB1"
"ANKRD22",0,0.645608678504762,0.35,0.031,0,"Best4","ANKRD22"
"C20orf194",0,0.615304982871835,0.622,0.267,0,"Best4","C20orf194"
"PPFIBP1",0,0.612555207080441,0.602,0.256,0,"Best4","PPFIBP1"
"GMNN",0,0.609777916663246,0.398,0.069,0,"Best4","GMNN"
"MCTP2",0,0.608731784302521,0.761,0.471,0,"Best4","MCTP2"
"MYO1B",0,0.606058590737229,0.5,0.164,0,"Best4","MYO1B"
"ADCY5",0,0.605954365003554,0.368,0.025,0,"Best4","ADCY5"
"FAM13A",0,0.593083526846577,0.862,0.62,0,"Best4","FAM13A"
"FAR21",0,0.590681825157822,0.657,0.322,0,"Best4","FAR2"
"ITPR21",0,0.586920238733616,0.866,0.606,0,"Best4","ITPR2"
"SHTN1",0,0.570318429522409,0.639,0.32,0,"Best4","SHTN1"
"CDK18",0,0.551025496871727,0.467,0.161,0,"Best4","CDK18"
"ATG16L2",0,0.549492164935025,0.374,0.068,0,"Best4","ATG16L2"
"ZNF7101",0,0.547390748721086,0.523,0.209,0,"Best4","ZNF710"
"CPA2",0,0.536793444707957,0.31,0.033,0,"Best4","CPA2"
"LURAP1L",0,0.534336329687611,0.388,0.105,0,"Best4","LURAP1L"
"HIF3A",0,0.53143578985271,0.349,0.097,0,"Best4","HIF3A"
"GP2",0,0.525425530335449,0.318,0.065,0,"Best4","GP2"
"RAB27B",0,0.522540474574477,0.374,0.08,0,"Best4","RAB27B"
"LINC00970",0,0.515876766930585,0.323,0.066,0,"Best4","LINC00970"
"SULF2",0,0.512206454865739,0.414,0.126,0,"Best4","SULF2"
"ATAD2",0,0.50759420070487,0.422,0.145,0,"Best4","ATAD2"
"TMEM26",0,0.490458328531935,0.277,0.008,0,"Best4","TMEM26"
"ADAMTS14",0,0.484313725438976,0.303,0.012,0,"Best4","ADAMTS14"
"PLXNC1",0,0.467925402340444,0.297,0.048,0,"Best4","PLXNC1"
"BANK1",0,0.430863646402071,0.309,0.082,0,"Best4","BANK1"
"NOTCH2NLC",0,0.416154933656713,0.252,0.023,0,"Best4","NOTCH2NLC"
"PIK3AP1",0,0.396732208691155,0.297,0.069,0,"Best4","PIK3AP1"
"CYFIP2",0,0.370947699797864,0.265,0.067,0,"Best4","CYFIP2"
"FKBP14",0,0.348607267876023,0.265,0.064,0,"Best4","FKBP14"
"SETBP11",1.06502572985218e-304,0.437906300611686,0.37,0.12,4.6882432628093e-300,"Best4","SETBP1"
"KRT20",1.5724397093682e-300,0.56263444945842,0.683,0.382,6.9218796006388e-296,"Best4","KRT20"
"NCOA3",1.82763574045662e-298,0.550177428826615,0.659,0.361,8.04525252949002e-294,"Best4","NCOA3"
"SLCO3A1",2.74553427626896e-295,0.329793538133373,0.258,0.065,1.2085841884136e-290,"Best4","SLCO3A1"
"LAMA31",3.99792984647098e-295,0.561593052131869,0.643,0.33,1.75988871841652e-290,"Best4","LAMA3"
"C2orf72",9.0002666006423e-286,0.347389464808978,0.262,0.068,3.96191735760274e-281,"Best4","C2orf72"
"SP4",1.40276493490276e-280,0.353082586593729,0.268,0.072,6.17497124344197e-276,"Best4","SP4"
"LINC018761",3.50015142474014e-278,0.634387450896193,0.463,0.197,1.54076665717061e-273,"Best4","LINC01876"
"TCF7L2",1.24303379183395e-273,0.343941370481623,0.918,0.791,5.47183475165303e-269,"Best4","TCF7L2"
"ANK3",1.64159353234895e-270,0.344420950982969,0.898,0.763,7.22629472940009e-266,"Best4","ANK3"
"ADD32",4.13487925532656e-269,0.485612021841084,0.792,0.529,1.82017384819475e-264,"Best4","ADD3"
"FNIP2",5.5494775950122e-269,0.499877681374488,0.468,0.199,2.44288003732437e-264,"Best4","FNIP2"
"GRK3",5.89732938978572e-266,0.364965284374974,0.264,0.073,2.59600439738368e-261,"Best4","GRK3"
"STEAP2",2.1718176524163e-265,0.468588971624811,0.471,0.196,9.56034130593657e-261,"Best4","STEAP2"
"SAMD9L",7.93331513995743e-261,0.383028771921042,0.306,0.095,3.49224532460926e-256,"Best4","SAMD9L"
"TBL1X",1.73802614310784e-244,0.355512325187475,0.288,0.09,7.65079108196069e-240,"Best4","TBL1X"
"DIAPH2",2.35622633820669e-243,0.436635585288841,0.802,0.591,1.03721083407859e-238,"Best4","DIAPH2"
"NAV2",2.21205201419283e-240,0.553090786781417,0.454,0.208,9.73745296647684e-236,"Best4","NAV2"
"TLE4",1.93849884596166e-237,0.442717479191215,0.441,0.187,8.53327191992322e-233,"Best4","TLE4"
"MPP6",3.0993035192584e-237,0.47577493665944,0.438,0.184,1.36431340917755e-232,"Best4","MPP6"
"SRGAP1",3.397869639121e-233,0.485447708583818,0.654,0.388,1.49574221514107e-228,"Best4","SRGAP1"
"EMP2",9.81887644914398e-230,0.385881509967522,0.35,0.128,4.32226941291318e-225,"Best4","EMP2"
"WIPF1",9.30569706822772e-217,0.387988170014268,0.333,0.125,4.09636784943384e-212,"Best4","WIPF1"
"CD24",2.30074292926813e-205,0.390678755467849,0.346,0.13,1.01278703746383e-200,"Best4","CD24"
"PDE3A",1.23818823431795e-204,0.384449182125098,0.883,0.704,5.45050460746763e-200,"Best4","PDE3A"
"CLMN",9.69583412216967e-203,0.431119099120945,0.472,0.224,4.26810618057909e-198,"Best4","CLMN"
"ROBO1",1.67166428228926e-202,0.428175651268435,0.326,0.122,7.35866617063731e-198,"Best4","ROBO1"
"PLEKHG1",7.44873848855679e-202,0.45695220409603,0.628,0.369,3.2789346826627e-197,"Best4","PLEKHG1"
"RASSF6",7.04946008317921e-197,0.44270295931432,0.582,0.322,3.10317232861549e-192,"Best4","RASSF6"
"DMBT12",8.93856878978422e-197,0.46198651335471,0.794,0.498,3.93475798126301e-192,"Best4","DMBT1"
"FOXP21",3.38161219313112e-196,0.384102969861545,0.826,0.625,1.48858568741632e-191,"Best4","FOXP2"
"PKP21",9.99874165256452e-195,0.450793133114044,0.584,0.326,4.4014460754589e-190,"Best4","PKP2"
"GFOD1",6.79809034572035e-187,0.368797473373796,0.36,0.148,2.9925193701861e-182,"Best4","GFOD1"
"RNF152",1.54022469751744e-183,0.441370228194119,0.499,0.254,6.78006911847177e-179,"Best4","RNF152"
"APBB21",4.46287687519073e-183,0.407122791108883,0.719,0.496,1.96455840045896e-178,"Best4","APBB2"
"PBX3",2.49883906707106e-182,0.405874101214507,0.365,0.156,1.09998895732468e-177,"Best4","PBX3"
"PKP4",2.27469742418361e-181,0.392179354354857,0.755,0.537,1.00132180612562e-176,"Best4","PKP4"
"NSD21",5.49881204689169e-178,0.426655559604057,0.551,0.302,2.42057706304172e-173,"Best4","NSD2"
"BCAS11",5.2517349628327e-177,0.267348200980336,0.338,0.128,2.31181373063895e-172,"Best4","BCAS1"
"FRY1",8.01314211062286e-177,0.330141838685235,0.309,0.117,3.52738515709618e-172,"Best4","FRY"
"MBOAT2",9.76014229495409e-174,0.318963155686433,0.276,0.098,4.29641463823879e-169,"Best4","MBOAT2"
"BARX2",1.33336108085709e-173,0.447781399918862,0.495,0.266,5.8694554779329e-169,"Best4","BARX2"
"BTBD3",2.23586341082774e-173,0.383050201325647,0.388,0.175,9.84227073446372e-169,"Best4","BTBD3"
"TTC6",1.32036240458794e-171,0.33175225938702,0.265,0.094,5.81223530499611e-167,"Best4","TTC6"
"PARD3B",1.89355542836877e-169,0.276744122039722,0.897,0.781,8.33543099567932e-165,"Best4","PARD3B"
"PLEKHA8",2.95287004835542e-169,0.362238127555299,0.376,0.166,1.29985339528605e-164,"Best4","PLEKHA8"
"MANBA",2.02449018775808e-168,0.378288371079169,0.41,0.193,8.91180580651108e-164,"Best4","MANBA"
"ABCG51",1.22839735898717e-167,0.445463603162336,0.598,0.349,5.40740517426153e-163,"Best4","ABCG5"
"SMURF2",6.62383449268013e-167,0.414579923359489,0.667,0.444,2.91581194367779e-162,"Best4","SMURF2"
"MIS18BP1",5.95099414738491e-165,0.372322235073638,0.419,0.2,2.61962762367884e-160,"Best4","MIS18BP1"
"GPRC5C",1.41493505529964e-164,0.292934764641639,0.256,0.09,6.22854411342901e-160,"Best4","GPRC5C"
"EEF2K",1.30072639470751e-159,0.364088847642085,0.367,0.165,5.72579758950246e-155,"Best4","EEF2K"
"CRYBG1",3.50242802030308e-158,0.408754886729015,0.605,0.383,1.54176881453742e-153,"Best4","CRYBG1"
"CCND3",5.77217450040693e-158,0.378515573000854,0.348,0.158,2.54091121507913e-153,"Best4","CCND3"
"FBXW7",8.62174922785628e-158,0.384644654592263,0.689,0.491,3.79529401010234e-153,"Best4","FBXW7"
"PDE3B",1.50324779371887e-156,0.402044063719072,0.396,0.194,6.61729678795047e-152,"Best4","PDE3B"
"WSB1",2.42007049902262e-154,0.369010407489526,0.695,0.481,1.06531503366976e-149,"Best4","WSB1"
"KLF12",6.68774595237875e-154,0.331860614203863,0.327,0.142,2.94394576823712e-149,"Best4","KLF12"
"NAB1",1.23894355473516e-152,0.323238474492108,0.323,0.137,5.45382952794416e-148,"Best4","NAB1"
"UTRN2",2.15335227142267e-152,0.394795793240198,0.597,0.377,9.47905669880257e-148,"Best4","UTRN"
"MALT1",5.94345867309032e-149,0.398454799634602,0.506,0.29,2.61631050789436e-144,"Best4","MALT1"
"ARHGEF381",1.82692254580106e-148,0.394824992399618,0.53,0.307,8.04211304661629e-144,"Best4","ARHGEF38"
"TPD52",3.03421676022493e-146,0.328457416994949,0.785,0.614,1.33566221785101e-141,"Best4","TPD52"
"HDAC4",9.76585654974357e-146,0.375789868481756,0.534,0.314,4.29893005319712e-141,"Best4","HDAC4"
"SH3PXD2A",1.85632361071785e-145,0.315778258769662,0.359,0.163,8.17153653437997e-141,"Best4","SH3PXD2A"
"ANKRD44",1.61964854794563e-139,0.367992342500949,0.383,0.192,7.12969290805668e-135,"Best4","ANKRD44"
"GALC",1.54399828734584e-138,0.355385933511264,0.382,0.188,6.7966804608964e-134,"Best4","GALC"
"FNBP1",2.0180454398471e-138,0.342414324621758,0.278,0.118,8.88343602620695e-134,"Best4","FNBP1"
"VIPR1",3.01185501707774e-137,0.356690035823116,0.418,0.213,1.32581857851762e-132,"Best4","VIPR1"
"GUCY2C",3.71611945685142e-134,0.317307491795496,0.754,0.587,1.635835784906e-129,"Best4","GUCY2C"
"PLAGL1",4.61428089177322e-130,0.302953863697038,0.292,0.127,2.03120644855857e-125,"Best4","PLAGL1"
"EXD3",8.28291079821558e-130,0.337415045247724,0.381,0.19,3.6461373333745e-125,"Best4","EXD3"
"DPP102",1.72109133510786e-129,0.388369671585141,0.61,0.395,7.57624405714479e-125,"Best4","DPP10"
"WNK21",2.42026507892458e-129,0.376880482833214,0.673,0.487,1.0654006877426e-124,"Best4","WNK2"
"TXNIP",3.7026503079952e-128,0.365414133300852,0.588,0.379,1.62990666557949e-123,"Best4","TXNIP"
"ZHX2",1.33229775834076e-124,0.367459217812211,0.515,0.315,5.86477473221604e-120,"Best4","ZHX2"
"FA2H",6.57110900156607e-123,0.341863985793477,0.335,0.161,2.89260218248938e-118,"Best4","FA2H"
"PLCE1",4.93273817322847e-122,0.347349502121944,0.628,0.409,2.17139134385517e-117,"Best4","PLCE1"
"CD461",5.44070376358147e-122,0.348820912128897,0.675,0.497,2.39499779672856e-117,"Best4","CD46"
"PPP3CA",2.20389643150446e-121,0.333369256253825,0.723,0.553,9.70155209148263e-117,"Best4","PPP3CA"
"CHPT1",2.37116091326743e-121,0.278758639814151,0.815,0.675,1.04378503402032e-116,"Best4","CHPT1"
"PTPRJ",7.68419258443953e-121,0.341605981493195,0.697,0.512,3.38258157567028e-116,"Best4","PTPRJ"
"MARCH3",1.25666258105343e-119,0.342343299988994,0.382,0.196,5.53182868179718e-115,"Best4","MARCH3"
"ADGRG6",3.24257278319946e-116,0.344314256020018,0.545,0.333,1.4273805391644e-111,"Best4","ADGRG6"
"LYST",1.94621402893418e-115,0.336157676181746,0.479,0.283,8.56723415536825e-111,"Best4","LYST"
"UGGT2",1.43588887956147e-114,0.363810127974874,0.509,0.321,6.32078284782959e-110,"Best4","UGGT2"
