term,gene
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NUP210
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NUP62
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NUTF2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NXT1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",NY-SAR-48
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",ORC6L
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",OTC
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",P2RY6
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PA2G4
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PABPC1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PAICS
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PAPOLA
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PAPSS2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PCDH8
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PCID1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PCNA
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PECR
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PFKP
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PHGDH
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PIK3R1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PITRM1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PIWIL2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PLA2G4A
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PMS1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PNN
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",POLA
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",POLB
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",POLD1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",POLD2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",POLE
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",POLE2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",POLR1B
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PPARG
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PPAT
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PPID
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PPP1CB
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PPP2CA
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PPP2R3A
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PPP2R5E
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PQBP1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PRC1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PRDX4
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PRELP
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PRIM1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PRIM2A
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PRPF4
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PRPS2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PRSS7
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PSF1/GINS1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PSMA1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PSMA6
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PSMB7
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PSMC3IP
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PTEN
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",PWP2H
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RAB1A
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RACGAP1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RAD1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RAD21
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RAD51
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RAD51AP1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RAD54L
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RASA3
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RB1CC1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RBBP4
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RBMXL1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",REG1A
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",REG4
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RFC1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RFC2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RFC3
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RFC4
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RFP/TRIM27
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RGC32
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RGS12
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RHOBTB3
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RNF138
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",ROCK1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",ROR2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RP11-19J3.3
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RPA1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RPGR
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RPL12
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RPL3
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RPL32
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RPS24
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RPS6KA6
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RRM1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RRM2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RRS1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RUVBL1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",RWDD3
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SAS10
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SCARB1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SCOC
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SDC2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SDC4
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SECTM1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SEMA5A
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SERPINE2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SET
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SF3A3
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SF3B1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SFPQ
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SFRP1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SFRP5
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SFRS1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SFRS2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SFRS3
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SFRS6
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SFRS7
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SGPP1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SH3BGRL
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SHCBP1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SHMT1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SKP2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SLBP
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SLC12A2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SLC13A1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SLC18A2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SLC19A1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SLC25A5
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SLC37A2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SLC40A1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SLC4A7
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SMARCA5
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SMC1L1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SMC6L1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SMOC2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SMYD2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SMYD4
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SMYD5
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SNRPB2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SNRPD1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SNX5
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SOS2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SOX4
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SOX9
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SP1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SP3
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SPAG5
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SPPL2A
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SQRDL
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SR140
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SRRM1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SSB
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SSRP1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",STMN1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",STRAP
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",STYX
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SYCP3
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",SYT11
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TAF9
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TCF12
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)","TCF19,"
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TCP1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TERF1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TFAM
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TFB2M
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TGFBR1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",THOC1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TIAM1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TIMELESS
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TM9SF2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TMEFF1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TMEM107
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TMPO
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TOP2A
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TOX
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TPMT
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TRAIP
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TRIM28
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TRIM37
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TRIP13
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TRIP6
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TRNT1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TTK
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TUBB
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TUBE1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TUBGCP2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TWISTNB
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TXNL2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",TYMS
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",UBAP1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",UBE2E3
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",UBQLN2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",UCHL3
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",UCHL5
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",UNG
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",USP1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",USP14
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",VBP1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",VRK2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",WDR12
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",WEE1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",WTAP
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",XPO1
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",XRN2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",YWHAZ
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",ZDHHC2
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",ZNF148
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",ZNF207
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",ZNF24/Znf191
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",ZNF277
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",ZNF548
"Down-regulated genes by Ctnnb1 deletion (Fevr et al., 2007)",ZNF593
"ISC-marker genes (Munoz et al., 2012)",Tle3
"ISC-marker genes (Munoz et al., 2012)",Flot2
"ISC-marker genes (Munoz et al., 2012)",Crocc
"ISC-marker genes (Munoz et al., 2012)",Scml4
"ISC-marker genes (Munoz et al., 2012)",Fam13a
"ISC-marker genes (Munoz et al., 2012)",Psip1
"ISC-marker genes (Munoz et al., 2012)",Cbx2
"ISC-marker genes (Munoz et al., 2012)",Slc1a3
"ISC-marker genes (Munoz et al., 2012)",Nme4
"ISC-marker genes (Munoz et al., 2012)",Ngef
"ISC-marker genes (Munoz et al., 2012)",L3mbtl3
"ISC-marker genes (Munoz et al., 2012)",Hes1
"ISC-marker genes (Munoz et al., 2012)",Zmym4
"ISC-marker genes (Munoz et al., 2012)",Enpp1
"ISC-marker genes (Munoz et al., 2012)",Grlf1
"ISC-marker genes (Munoz et al., 2012)",Dpysl5
"ISC-marker genes (Munoz et al., 2012)",Phgdh
"ISC-marker genes (Munoz et al., 2012)",Stmn1
"ISC-marker genes (Munoz et al., 2012)",Zfp280c
"ISC-marker genes (Munoz et al., 2012)",Rbm38
"ISC-marker genes (Munoz et al., 2012)",Marcksl1
"ISC-marker genes (Munoz et al., 2012)",Acss1
"ISC-marker genes (Munoz et al., 2012)",Hk2
"ISC-marker genes (Munoz et al., 2012)",Slc25a4
"ISC-marker genes (Munoz et al., 2012)",Hmgn1
"ISC-marker genes (Munoz et al., 2012)",Prom1
"ISC-marker genes (Munoz et al., 2012)",Rrp1b
"ISC-marker genes (Munoz et al., 2012)",Chek1
"ISC-marker genes (Munoz et al., 2012)",Mga
"ISC-marker genes (Munoz et al., 2012)",Fam60a
"ISC-marker genes (Munoz et al., 2012)",Bcl11a
"ISC-marker genes (Munoz et al., 2012)",Itga1
"ISC-marker genes (Munoz et al., 2012)",Zmym3
"ISC-marker genes (Munoz et al., 2012)",Thumpd2
"ISC-marker genes (Munoz et al., 2012)",Pbld
"ISC-marker genes (Munoz et al., 2012)",Fhit
"ISC-marker genes (Munoz et al., 2012)",Cdca5
"ISC-marker genes (Munoz et al., 2012)",Gtf2i
"ISC-marker genes (Munoz et al., 2012)",Polr1e
"ISC-marker genes (Munoz et al., 2012)",Zfp422
"ISC-marker genes (Munoz et al., 2012)",Sntb2
"ISC-marker genes (Munoz et al., 2012)",Esco2
"ISC-marker genes (Munoz et al., 2012)",Zfp629
"ISC-marker genes (Munoz et al., 2012)",Insr
"ISC-marker genes (Munoz et al., 2012)",Bag2
"ISC-marker genes (Munoz et al., 2012)",Plscr3
"ISC-marker genes (Munoz et al., 2012)",Uhrf2
"ISC-marker genes (Munoz et al., 2012)",Slc27a1
"ISC-marker genes (Munoz et al., 2012)",Dkc1
"ISC-marker genes (Munoz et al., 2012)",Dock11
"ISC-marker genes (Munoz et al., 2012)",Trit1
"ISC-marker genes (Munoz et al., 2012)",Xpc
"ISC-marker genes (Munoz et al., 2012)",Tia1
"ISC-marker genes (Munoz et al., 2012)",Mtus1
"ISC-marker genes (Munoz et al., 2012)",Narg2
"ISC-marker genes (Munoz et al., 2012)",Zfp191
"ISC-marker genes (Munoz et al., 2012)",Trp53bp1
"ISC-marker genes (Munoz et al., 2012)",Chek2
"ISC-marker genes (Munoz et al., 2012)",Cps1
"ISC-marker genes (Munoz et al., 2012)",Gins4
"ISC-marker genes (Munoz et al., 2012)",Mcm2
"ISC-marker genes (Munoz et al., 2012)",Whsc1
"ISC-marker genes (Munoz et al., 2012)",Msh2
"ISC-marker genes (Munoz et al., 2012)",Trim28
"ISC-marker genes (Munoz et al., 2012)",Nrm
"ISC-marker genes (Munoz et al., 2012)",Nfib
"ISC-marker genes (Munoz et al., 2012)",Atrx
"ISC-marker genes (Munoz et al., 2012)",Ephb2
"ISC-marker genes (Munoz et al., 2012)",Zfp512
"ISC-marker genes (Munoz et al., 2012)",Zfp346
"ISC-marker genes (Munoz et al., 2012)",Rpa2
"ISC-marker genes (Munoz et al., 2012)",Surf2
"ISC-marker genes (Munoz et al., 2012)",Hells
"ISC-marker genes (Munoz et al., 2012)",Ccnb1
"ISC-marker genes (Munoz et al., 2012)",Ttk
"ISC-marker genes (Munoz et al., 2012)",Zfp451
"ISC-marker genes (Munoz et al., 2012)",Dnajc9
"ISC-marker genes (Munoz et al., 2012)",Pola2
"ISC-marker genes (Munoz et al., 2012)",Pdxk
"ISC-marker genes (Munoz et al., 2012)",Sipa1l1
"ISC-marker genes (Munoz et al., 2012)",Acss2
"ISC-marker genes (Munoz et al., 2012)",Pdp1
"ISC-marker genes (Munoz et al., 2012)",Apex1
"ISC-marker genes (Munoz et al., 2012)",Spata13
"ISC-marker genes (Munoz et al., 2012)",Zfp280d
"ISC-marker genes (Munoz et al., 2012)",Hmgb3
"ISC-marker genes (Munoz et al., 2012)",Mcm5
"ISC-marker genes (Munoz et al., 2012)",Zfp828
"ISC-marker genes (Munoz et al., 2012)",Unc84b
"ISC-marker genes (Munoz et al., 2012)",Mcm6
"ISC-marker genes (Munoz et al., 2012)",Clic4
"ISC-marker genes (Munoz et al., 2012)",Vgll4
"ISC-marker genes (Munoz et al., 2012)",Cdk4
"ISC-marker genes (Munoz et al., 2012)",Macrod1
"ISC-marker genes (Munoz et al., 2012)",Tmx4
"ISC-marker genes (Munoz et al., 2012)",Neil1
"ISC-marker genes (Munoz et al., 2012)",Mcm3
"ISC-marker genes (Munoz et al., 2012)",Zmym2
"ISC-marker genes (Munoz et al., 2012)",Nmral1
"ISC-marker genes (Munoz et al., 2012)",Pgcp
"ISC-marker genes (Munoz et al., 2012)",Nusap1
"ISC-marker genes (Munoz et al., 2012)",Mycbp2
"ISC-marker genes (Munoz et al., 2012)",Mcm7
"ISC-marker genes (Munoz et al., 2012)",Smad5
"ISC-marker genes (Munoz et al., 2012)",Mecp2
"ISC-marker genes (Munoz et al., 2012)",Bcl11b
"ISC-marker genes (Munoz et al., 2012)",Incenp
"ISC-marker genes (Munoz et al., 2012)",Hmga1
"ISC-marker genes (Munoz et al., 2012)",Nup210
"ISC-marker genes (Munoz et al., 2012)",Mcm4
"ISC-marker genes (Munoz et al., 2012)",Foxp4
"ISC-marker genes (Munoz et al., 2012)",Rad50
"ISC-marker genes (Munoz et al., 2012)",Lzts2
"ISC-marker genes (Munoz et al., 2012)",Pou2f1
"ISC-marker genes (Munoz et al., 2012)",Flna
"ISC-marker genes (Munoz et al., 2012)",Rtn4
"ISC-marker genes (Munoz et al., 2012)",Fhl2
"ISC-marker genes (Munoz et al., 2012)",Hrsp12
"ISC-marker genes (Munoz et al., 2012)",Sdsl
"ISC-marker genes (Munoz et al., 2012)",Nubpl
"ISC-marker genes (Munoz et al., 2012)",Mbp
"ISC-marker genes (Munoz et al., 2012)",Ivd
"ISC-marker genes (Munoz et al., 2012)",Adnp
"ISC-marker genes (Munoz et al., 2012)",Eri1
"ISC-marker genes (Munoz et al., 2012)",Pkig
"ISC-marker genes (Munoz et al., 2012)",Bphl
"ISC-marker genes (Munoz et al., 2012)",Spin1
"ISC-marker genes (Munoz et al., 2012)",Lhpp
"ISC-marker genes (Munoz et al., 2012)",Urod
"ISC-marker genes (Munoz et al., 2012)",Isg20l2
"ISC-marker genes (Munoz et al., 2012)",Dtd1
"ISC-marker genes (Munoz et al., 2012)",Lyplal1
"ISC-marker genes (Munoz et al., 2012)",Atxn10
"ISC-marker genes (Munoz et al., 2012)",Mett5d1
"ISC-marker genes (Munoz et al., 2012)",Phf6
"ISC-marker genes (Munoz et al., 2012)",Rnf2
"ISC-marker genes (Munoz et al., 2012)",Arsb
"ISC-marker genes (Munoz et al., 2012)",Ppp1r1b
"ISC-marker genes (Munoz et al., 2012)",Zfp740
"ISC-marker genes (Munoz et al., 2012)",Fto
"ISC-marker genes (Munoz et al., 2012)",Wdr55
"ISC-marker genes (Munoz et al., 2012)",Polr1a
"ISC-marker genes (Munoz et al., 2012)",Chchd6
"ISC-marker genes (Munoz et al., 2012)",Nhp2
"ISC-marker genes (Munoz et al., 2012)",Brd8
"ISC-marker genes (Munoz et al., 2012)",Bckdha
"ISC-marker genes (Munoz et al., 2012)",Cyp2e1
"ISC-marker genes (Munoz et al., 2012)",Lgr5
"ISC-marker genes (Munoz et al., 2012)",Tnfrsf19
"ISC-marker genes (Munoz et al., 2012)",Fstl1
"ISC-marker genes (Munoz et al., 2012)",Gkn3
"ISC-marker genes (Munoz et al., 2012)",Scn2b
"ISC-marker genes (Munoz et al., 2012)",Ces1d
"ISC-marker genes (Munoz et al., 2012)",Prelp
"ISC-marker genes (Munoz et al., 2012)",Sp5
"ISC-marker genes (Munoz et al., 2012)",E230029C05Rik
"ISC-marker genes (Munoz et al., 2012)",Il17rd
"ISC-marker genes (Munoz et al., 2012)",Fmnl2
"ISC-marker genes (Munoz et al., 2012)",Arl4c
"ISC-marker genes (Munoz et al., 2012)",Cttnbp2
"ISC-marker genes (Munoz et al., 2012)",Rgmb
"ISC-marker genes (Munoz et al., 2012)",Angpt2
"ISC-marker genes (Munoz et al., 2012)",Axin2
"ISC-marker genes (Munoz et al., 2012)",Hunk
"ISC-marker genes (Munoz et al., 2012)",Car12
"ISC-marker genes (Munoz et al., 2012)",Ptpro
"ISC-marker genes (Munoz et al., 2012)",Dct
"ISC-marker genes (Munoz et al., 2012)",Sfrp5
"ISC-marker genes (Munoz et al., 2012)",Sycn
"ISC-marker genes (Munoz et al., 2012)",Clca2
"ISC-marker genes (Munoz et al., 2012)",1300002K09Rik
"ISC-marker genes (Munoz et al., 2012)",Casp12
"ISC-marker genes (Munoz et al., 2012)",Emp2
"ISC-marker genes (Munoz et al., 2012)",Mia1
"ISC-marker genes (Munoz et al., 2012)",Psrc1
"ISC-marker genes (Munoz et al., 2012)",Notch1
"ISC-marker genes (Munoz et al., 2012)",Rnf43
"ISC-marker genes (Munoz et al., 2012)",Ddo
"ISC-marker genes (Munoz et al., 2012)",Arhgef4
"ISC-marker genes (Munoz et al., 2012)",Clca1
"ISC-marker genes (Munoz et al., 2012)",Evl
"ISC-marker genes (Munoz et al., 2012)",Utrn
"ISC-marker genes (Munoz et al., 2012)",Esrrg
"ISC-marker genes (Munoz et al., 2012)",Esam
"ISC-marker genes (Munoz et al., 2012)",Fgfr4
"ISC-marker genes (Munoz et al., 2012)",Sema7a
"ISC-marker genes (Munoz et al., 2012)",Wwtr1
"ISC-marker genes (Munoz et al., 2012)",Sorcs2
"ISC-marker genes (Munoz et al., 2012)",Rad51l1
"ISC-marker genes (Munoz et al., 2012)",Irs1
"ISC-marker genes (Munoz et al., 2012)",Mpp3
"ISC-marker genes (Munoz et al., 2012)",Ttc21b
"ISC-marker genes (Munoz et al., 2012)",Cdo1
"ISC-marker genes (Munoz et al., 2012)",Pla2g4a
"ISC-marker genes (Munoz et al., 2012)",Atg16l2
"ISC-marker genes (Munoz et al., 2012)",Epha4
"ISC-marker genes (Munoz et al., 2012)",Smo
"ISC-marker genes (Munoz et al., 2012)",Cpn1
"ISC-marker genes (Munoz et al., 2012)",Klhl8
"ISC-marker genes (Munoz et al., 2012)",Rnf32
"ISC-marker genes (Munoz et al., 2012)",Fzd2
"ISC-marker genes (Munoz et al., 2012)",D930015E06Rik
"ISC-marker genes (Munoz et al., 2012)",Tgif2
"ISC-marker genes (Munoz et al., 2012)",Wdr35
"ISC-marker genes (Munoz et al., 2012)",Ell3
"ISC-marker genes (Munoz et al., 2012)",Apcdd1
"ISC-marker genes (Munoz et al., 2012)",Cdc42ep1
