term,gene
Genes enriched in enterocytes cluster,DNPEP
Genes enriched in enterocytes cluster,CTAGE15
Genes enriched in enterocytes cluster,MIA2
Genes enriched in enterocytes cluster,CTAGE9
Genes enriched in enterocytes cluster,CTAGE8
Genes enriched in enterocytes cluster,CTAGE4
Genes enriched in enterocytes cluster,S100A10
Genes enriched in enterocytes cluster,ALPP
Genes enriched in enterocytes cluster,ALPG
Genes enriched in enterocytes cluster,ALPI
Genes enriched in enterocytes cluster,STAP2
Genes enriched in enterocytes cluster,LCT
Genes enriched in enterocytes cluster,TOR1AIP2
Genes enriched in enterocytes cluster,CES2
Genes enriched in enterocytes cluster,RAB7A
Genes enriched in enterocytes cluster,UBC
Genes enriched in enterocytes cluster,SLC25A10
Genes enriched in enterocytes cluster,LUZP1
Genes enriched in enterocytes cluster,PDGFA
Genes enriched in enterocytes cluster,FAM114A2
Genes enriched in enterocytes cluster,PET100
Genes enriched in enterocytes cluster,IRF1
Genes enriched in enterocytes cluster,RSRP1
Genes enriched in enterocytes cluster,GPX4
Genes enriched in enterocytes cluster,CYB5B
Genes enriched in enterocytes cluster,MARK2
Genes enriched in enterocytes cluster,ERICH4
Genes enriched in enterocytes cluster,DSP
Genes enriched in enterocytes cluster,ACTR2
Genes enriched in enterocytes cluster,GTF2F1
Genes enriched in enterocytes cluster,GPA33
Genes enriched in enterocytes cluster,TMBIM1
Genes enriched in enterocytes cluster,EXOC3L4
Genes enriched in enterocytes cluster,CS
Genes enriched in enterocytes cluster,MALL
Genes enriched in enterocytes cluster,EFNA1
Genes enriched in enterocytes cluster,AZIN1
Genes enriched in enterocytes cluster,NKTR
Genes enriched in enterocytes cluster,NAPRT
Genes enriched in enterocytes cluster,TMC4
Genes enriched in enterocytes cluster,NFKBIZ
Genes enriched in enterocytes cluster,PLEC
Genes enriched in enterocytes cluster,MDH1
Genes enriched in enterocytes cluster,DPP4
Genes enriched in enterocytes cluster,SULT2B1
Genes enriched in enterocytes cluster,NDUFB7
Genes enriched in enterocytes cluster,CLEC2D
Genes enriched in enterocytes cluster,PITPNA
Genes enriched in enterocytes cluster,ALDH9A1
Genes enriched in enterocytes cluster,GAPDH
Genes enriched in enterocytes cluster,FUCA1
Genes enriched in enterocytes cluster,CMPK1
Genes enriched in enterocytes cluster,LIMA1
Genes enriched in enterocytes cluster,GSK3B
Genes enriched in enterocytes cluster,CYP3A7-CYP3A51P
Genes enriched in enterocytes cluster,CYP3A43
Genes enriched in enterocytes cluster,CYP3A4
Genes enriched in enterocytes cluster,MXD1
Genes enriched in enterocytes cluster,USE1
Genes enriched in enterocytes cluster,RNPEP
Genes enriched in enterocytes cluster,ARF6
Genes enriched in enterocytes cluster,BPNT1
Genes enriched in enterocytes cluster,HLA-DQB1
Genes enriched in enterocytes cluster,BTG2
Genes enriched in enterocytes cluster,ACADM
Genes enriched in enterocytes cluster,GFPT1
Genes enriched in enterocytes cluster,LITAF
Genes enriched in enterocytes cluster,SELENOI
Genes enriched in enterocytes cluster,APOC3
Genes enriched in enterocytes cluster,TXNRD1
Genes enriched in enterocytes cluster,PTP4A1
Genes enriched in enterocytes cluster,ATOX1
Genes enriched in enterocytes cluster,PKM
Genes enriched in enterocytes cluster,ATP1A1
Genes enriched in enterocytes cluster,C15orf48
Genes enriched in enterocytes cluster,GOLGA4
Genes enriched in enterocytes cluster,TRADD
Genes enriched in enterocytes cluster,NCOR1
Genes enriched in enterocytes cluster,MYH14
Genes enriched in enterocytes cluster,LAD1
Genes enriched in enterocytes cluster,RAB24
Genes enriched in enterocytes cluster,ATP1B1
Genes enriched in enterocytes cluster,MME
Genes enriched in enterocytes cluster,LYPLA2
Genes enriched in enterocytes cluster,EPS8L2
Genes enriched in enterocytes cluster,GSDMD
Genes enriched in enterocytes cluster,DPEP1
Genes enriched in enterocytes cluster,TCF25
Genes enriched in enterocytes cluster,MAP2K2
Genes enriched in enterocytes cluster,KHK
Genes enriched in enterocytes cluster,HBEGF
Genes enriched in enterocytes cluster,EZR
Genes enriched in enterocytes cluster,AHCYL2
Genes enriched in enterocytes cluster,TFG
Genes enriched in enterocytes cluster,PLS1
Genes enriched in enterocytes cluster,CTSS
Genes enriched in enterocytes cluster,ACTN4
Genes enriched in enterocytes cluster,PIGR
Genes enriched in enterocytes cluster,CDK11A
Genes enriched in enterocytes cluster,CDK11B
Genes enriched in enterocytes cluster,GUCY2C
Genes enriched in enterocytes cluster,ACOX1
Genes enriched in enterocytes cluster,AAMDC
Genes enriched in enterocytes cluster,APOA1
Genes enriched in enterocytes cluster,LMNA
Genes enriched in enterocytes cluster,C19orf33
Genes enriched in enterocytes cluster,FABP2
Genes enriched in enterocytes cluster,VDR
Genes enriched in enterocytes cluster,JUND
Genes enriched in enterocytes cluster,CORO1C
Genes enriched in enterocytes cluster,P4HB
Genes enriched in enterocytes cluster,ESPN
Genes enriched in enterocytes cluster,IQGAP2
Genes enriched in enterocytes cluster,MYO15B
Genes enriched in enterocytes cluster,KRT8
Genes enriched in enterocytes cluster,PAFAH1B1
Genes enriched in enterocytes cluster,CDC42EP5
Genes enriched in enterocytes cluster,MYO7B
Genes enriched in enterocytes cluster,GPD2
Genes enriched in enterocytes cluster,GNB1
Genes enriched in enterocytes cluster,POR
Genes enriched in enterocytes cluster,SPINT1
Genes enriched in enterocytes cluster,CCNL1
Genes enriched in enterocytes cluster,ACE
Genes enriched in enterocytes cluster,TPM3
Genes enriched in enterocytes cluster,CYP4V2
Genes enriched in enterocytes cluster,CCNL2
Genes enriched in enterocytes cluster,MARVELD3
Genes enriched in enterocytes cluster,KRT20
Genes enriched in enterocytes cluster,CHMP2A
Genes enriched in enterocytes cluster,ADIPOR1
Genes enriched in enterocytes cluster,RHOC
Genes enriched in enterocytes cluster,APOA4
Genes enriched in enterocytes cluster,VIL1
Genes enriched in enterocytes cluster,ATP2B1
Genes enriched in enterocytes cluster,CGREF1
Genes enriched in enterocytes cluster,GTF2B
Genes enriched in enterocytes cluster,ARCN1
Genes enriched in enterocytes cluster,TPGS1
Genes enriched in enterocytes cluster,PCYT2
Genes enriched in enterocytes cluster,LPGAT1
Genes enriched in enterocytes cluster,TMEM183A
Genes enriched in enterocytes cluster,TMEM120A
Genes enriched in enterocytes cluster,EPS8L3
Genes enriched in enterocytes cluster,RNF186
Genes enriched in enterocytes cluster,USH1C
Genes enriched in enterocytes cluster,COPZ1
Genes enriched in enterocytes cluster,NECTIN2
Genes enriched in enterocytes cluster,TMEM37
Genes enriched in enterocytes cluster,MPND
Genes enriched in enterocytes cluster,TGOLN2
Genes enriched in enterocytes cluster,LARS2
Genes enriched in enterocytes cluster,EPN1
Genes enriched in enterocytes cluster,MUC13
Genes enriched in enterocytes cluster,CIDEB
Genes enriched in enterocytes cluster,SBDS
Genes enriched in enterocytes cluster,DDX5
Genes enriched in enterocytes cluster,ARHGDIA
Genes enriched in enterocytes cluster,CREB3L3
Genes enriched in enterocytes cluster,CDA
Genes enriched in enterocytes cluster,MVP
Genes enriched in enterocytes cluster,CALML4
Genes enriched in enterocytes cluster,ACAA1
Genes enriched in enterocytes cluster,COX17
Genes enriched in enterocytes cluster,TMEM45B
Genes enriched in enterocytes cluster,CASP8
Genes enriched in enterocytes cluster,SLC26A6
Genes enriched in enterocytes cluster,ROCK2
Genes enriched in enterocytes cluster,CHMP4C
Genes enriched in enterocytes cluster,TXNIP
Genes enriched in enterocytes cluster,EFHD2
Genes enriched in enterocytes cluster,C11orf86
Genes enriched in enterocytes cluster,SPINK1
Genes enriched in enterocytes cluster,COPB2
Genes enriched in enterocytes cluster,ARF1
Genes enriched in enterocytes cluster,VAMP8
Genes enriched in enterocytes cluster,IFT20
Genes enriched in enterocytes cluster,AFDN
Genes enriched in enterocytes cluster,ST14
Genes enriched in enterocytes cluster,NSD1
Genes enriched in enterocytes cluster,B2M
Genes enriched in enterocytes cluster,PLEKHB2
Genes enriched in enterocytes cluster,DNAJB1
Genes enriched in enterocytes cluster,MUC17
Genes enriched in enterocytes cluster,HMG20B
Genes enriched in enterocytes cluster,IDH1
Genes enriched in enterocytes cluster,CD74
Genes enriched in enterocytes cluster,CHP2
Genes enriched in enterocytes cluster,MIER1
Genes enriched in enterocytes cluster,COPA
Genes enriched in enterocytes cluster,ABHD17A
Genes enriched in enterocytes cluster,TAX1BP1
Genes enriched in enterocytes cluster,SEPHS2
Genes enriched in enterocytes cluster,RBP2
Genes enriched in enterocytes cluster,AHCYL1
Genes enriched in enterocytes cluster,TPD52
Genes enriched in enterocytes cluster,OGDH
Genes enriched in enterocytes cluster,DAPK3
Genes enriched in enterocytes cluster,PRPF4B
Genes enriched in enterocytes cluster,CYSTM1
Genes enriched in enterocytes cluster,FAM98C
Genes enriched in enterocytes cluster,CAST
Genes enriched in enterocytes cluster,ID2
"ISC-marker genes (Haber et al., 2017)",APP
"ISC-marker genes (Haber et al., 2017)",CCDC3
"ISC-marker genes (Haber et al., 2017)",SDC4
"ISC-marker genes (Haber et al., 2017)",ZNRF3
"ISC-marker genes (Haber et al., 2017)",PHLPP1
"ISC-marker genes (Haber et al., 2017)",PCDH8
"ISC-marker genes (Haber et al., 2017)",PDXK
"ISC-marker genes (Haber et al., 2017)",TGIF1
"ISC-marker genes (Haber et al., 2017)",CLIC6
"ISC-marker genes (Haber et al., 2017)",OLFM4
"ISC-marker genes (Haber et al., 2017)",ZNF341
"ISC-marker genes (Haber et al., 2017)",RIN2
"ISC-marker genes (Haber et al., 2017)",SLC27A2
"ISC-marker genes (Haber et al., 2017)",CA12
"ISC-marker genes (Haber et al., 2017)",SESN3
"ISC-marker genes (Haber et al., 2017)",AQP4
"ISC-marker genes (Haber et al., 2017)",TNFRSF19
"ISC-marker genes (Haber et al., 2017)",TNS3
"ISC-marker genes (Haber et al., 2017)",SH3RF1
"ISC-marker genes (Haber et al., 2017)",FAM13A
"ISC-marker genes (Haber et al., 2017)",GRB7
"ISC-marker genes (Haber et al., 2017)",LRP4
"ISC-marker genes (Haber et al., 2017)",YAP1
"ISC-marker genes (Haber et al., 2017)",PRSS23
"ISC-marker genes (Haber et al., 2017)",AGR3
"ISC-marker genes (Haber et al., 2017)",LCP1
"ISC-marker genes (Haber et al., 2017)",KCNQ1
"ISC-marker genes (Haber et al., 2017)",IGFBP4
"ISC-marker genes (Haber et al., 2017)",ETV6
"ISC-marker genes (Haber et al., 2017)",CDO1
"ISC-marker genes (Haber et al., 2017)",SHISA2
"ISC-marker genes (Haber et al., 2017)",LGR5
"ISC-marker genes (Haber et al., 2017)",AQP1
"ISC-marker genes (Haber et al., 2017)",ZFP36L1
"ISC-marker genes (Haber et al., 2017)",LANCL1
"ISC-marker genes (Haber et al., 2017)",ARID5B
"ISC-marker genes (Haber et al., 2017)",NAP1L1
"ISC-marker genes (Haber et al., 2017)",NFIB
"ISC-marker genes (Haber et al., 2017)",NFIA
"ISC-marker genes (Haber et al., 2017)",FSTL1
"ISC-marker genes (Haber et al., 2017)",CDK6
"ISC-marker genes (Haber et al., 2017)",HLA-DQB2
"ISC-marker genes (Haber et al., 2017)",RGMB
"ISC-marker genes (Haber et al., 2017)",DTX4
"ISC-marker genes (Haber et al., 2017)",SLC28A2
"ISC-marker genes (Haber et al., 2017)",PLS3
"ISC-marker genes (Haber et al., 2017)",SCN2B
"ISC-marker genes (Haber et al., 2017)",SORBS2
"ISC-marker genes (Haber et al., 2017)",SLC12A2
"ISC-marker genes (Haber et al., 2017)",SLC1A2
"ISC-marker genes (Haber et al., 2017)",MYO9A
"ISC-marker genes (Haber et al., 2017)",CD81
"ISC-marker genes (Haber et al., 2017)",TIFA
"ISC-marker genes (Haber et al., 2017)",NRN1
"ISC-marker genes (Haber et al., 2017)",SIPA1L1
"ISC-marker genes (Haber et al., 2017)",WEE1
"ISC-marker genes (Haber et al., 2017)",CDCA7
"ISC-marker genes (Haber et al., 2017)",AFAP1L1
"ISC-marker genes (Haber et al., 2017)",ARHGEF26
"ISC-marker genes (Haber et al., 2017)",NRG4
"ISC-marker genes (Haber et al., 2017)",ITGA1
"ISC-marker genes (Haber et al., 2017)",NOXA1
"ISC-marker genes (Haber et al., 2017)",RGCC
"ISC-marker genes (Haber et al., 2017)",SP5
"ISC-marker genes (Haber et al., 2017)",IMMP2L
"ISC-marker genes (Haber et al., 2017)",PRELP
"ISC-marker genes (Haber et al., 2017)",RNF43
"ISC-marker genes (Haber et al., 2017)",CD44
"ISC-marker genes (Haber et al., 2017)",SOAT1
"ISC-marker genes (Haber et al., 2017)",HLA-DQB1
"ISC-marker genes (Haber et al., 2017)",NGEF
"ISC-marker genes (Haber et al., 2017)",PDGFA
"ISC-marker genes (Haber et al., 2017)",CYP2E1
"ISC-marker genes (Haber et al., 2017)",ESRRG
"ISC-marker genes (Haber et al., 2017)",UROD
"ISC-marker genes (Haber et al., 2017)",CASP12
"ISC-marker genes (Haber et al., 2017)",NR2E3
"ISC-marker genes (Haber et al., 2017)",HTR4
"ISC-marker genes (Haber et al., 2017)",CD74
"ISC-marker genes (Haber et al., 2017)",SLC19A2
"ISC-marker genes (Haber et al., 2017)",EPN3
"ISC-marker genes (Haber et al., 2017)",NOXO1
"ISC-marker genes (Haber et al., 2017)",JUN
"ISC-marker genes (Haber et al., 2017)",MECOM
"ISC-marker genes (Haber et al., 2017)",LAMB3
"ISC-marker genes (Haber et al., 2017)",LRIG1
"ISC-marker genes (Haber et al., 2017)",SECTM1
"ISC-marker genes (Haber et al., 2017)",CLCA2
"ISC-marker genes (Haber et al., 2017)",MFGE8
"ISC-marker genes (Haber et al., 2017)",SLC16A13
"ISC-marker genes (Haber et al., 2017)",HMGCS2
"ISC-marker genes (Haber et al., 2017)",CSAD
"ISC-marker genes (Haber et al., 2017)",CD14
"ISC-marker genes (Haber et al., 2017)",ASCL2
"ISC-marker genes (Haber et al., 2017)",SDSL
"ISC-marker genes (Haber et al., 2017)",RNF32
"ISC-marker genes (Haber et al., 2017)",RGS12
"ISC-marker genes (Haber et al., 2017)",GKN3P
"ISC-marker genes (Haber et al., 2017)",VDR
"ISC-marker genes (Haber et al., 2017)",ZBTB38
"ISC-marker genes (Haber et al., 2017)",SMOC2
"ISC-marker genes (Haber et al., 2017)",RASSF5
"ISC-marker genes (Haber et al., 2017)",EFNA4
"ISC-marker genes (Haber et al., 2017)",CTTNBP2
"ISC-marker genes (Haber et al., 2017)",IRF2BP2
"ISC-marker genes (Haber et al., 2017)",PHGDH
"ISC-marker genes (Haber et al., 2017)",AXIN2
"Enterocyte-marker genes (Haber et al., 2017)",CNDP2
"Enterocyte-marker genes (Haber et al., 2017)",SLC5A1
"Enterocyte-marker genes (Haber et al., 2017)",CYP2D6
"Enterocyte-marker genes (Haber et al., 2017)",TMIGD1
"Enterocyte-marker genes (Haber et al., 2017)",XPNPEP1
"Enterocyte-marker genes (Haber et al., 2017)",SLC34A2
"Enterocyte-marker genes (Haber et al., 2017)",SULT1B1
"Enterocyte-marker genes (Haber et al., 2017)",GDA
"Enterocyte-marker genes (Haber et al., 2017)",DHRS1
"Enterocyte-marker genes (Haber et al., 2017)",GPD1
"Enterocyte-marker genes (Haber et al., 2017)",MS4A10
"Enterocyte-marker genes (Haber et al., 2017)",VNN1
"Enterocyte-marker genes (Haber et al., 2017)",ALDH1A1
"Enterocyte-marker genes (Haber et al., 2017)",AMN
"Enterocyte-marker genes (Haber et al., 2017)",XPNPEP2
"Enterocyte-marker genes (Haber et al., 2017)",NAALADL1
"Enterocyte-marker genes (Haber et al., 2017)",NUDT4
"Enterocyte-marker genes (Haber et al., 2017)",CKMT1B
"Enterocyte-marker genes (Haber et al., 2017)",CKMT1A
"Enterocyte-marker genes (Haber et al., 2017)",CRIP1
"Enterocyte-marker genes (Haber et al., 2017)",MAF
"Enterocyte-marker genes (Haber et al., 2017)",EPHX2
"Enterocyte-marker genes (Haber et al., 2017)",NEU1
"Enterocyte-marker genes (Haber et al., 2017)",CYP3A5
"Enterocyte-marker genes (Haber et al., 2017)",CYP3A7
"Enterocyte-marker genes (Haber et al., 2017)",SLC2A2
"Enterocyte-marker genes (Haber et al., 2017)",COX7A1
"Enterocyte-marker genes (Haber et al., 2017)",DHCR24
"Enterocyte-marker genes (Haber et al., 2017)",ALDOB
"Enterocyte-marker genes (Haber et al., 2017)",AOC1
"Enterocyte-marker genes (Haber et al., 2017)",ZNF511-PRAP1
"Enterocyte-marker genes (Haber et al., 2017)",PRAP1
"Enterocyte-marker genes (Haber et al., 2017)",PLB1
"Enterocyte-marker genes (Haber et al., 2017)",HLA-E
"Enterocyte-marker genes (Haber et al., 2017)",SCP2
"Enterocyte-marker genes (Haber et al., 2017)",FAM151A
"Enterocyte-marker genes (Haber et al., 2017)",ACSL5
"Enterocyte-marker genes (Haber et al., 2017)",MTTP
"Enterocyte-marker genes (Haber et al., 2017)",SLC7A9
"Enterocyte-marker genes (Haber et al., 2017)",REG1B
"Enterocyte-marker genes (Haber et al., 2017)",TREH
"Enterocyte-marker genes (Haber et al., 2017)",FABP1
"Enterocyte-marker genes (Haber et al., 2017)",ANPEP
"Enterocyte-marker genes (Haber et al., 2017)",ENPEP
"Enterocyte-marker genes (Haber et al., 2017)",UGDH
"Enterocyte-marker genes (Haber et al., 2017)",ABCB1
"Enterocyte-marker genes (Haber et al., 2017)",SLC51B
"Enterocyte-marker genes (Haber et al., 2017)",CKB
"Enterocyte-marker genes (Haber et al., 2017)",CYB5R3
"Enterocyte-marker genes (Haber et al., 2017)",XDH
"Enterocyte-marker genes (Haber et al., 2017)",OCM2
"Enterocyte-marker genes (Haber et al., 2017)",OCM
"Enterocyte-marker genes (Haber et al., 2017)",SLC13A1
"Enterocyte-marker genes (Haber et al., 2017)",CLEC2D
"Enterocyte-marker genes (Haber et al., 2017)",CYB5B
"Enterocyte-marker genes (Haber et al., 2017)",CEACAM20
"Enterocyte-marker genes (Haber et al., 2017)",MME
"Enterocyte-marker genes (Haber et al., 2017)",RETSAT
"Enterocyte-marker genes (Haber et al., 2017)",PLEC
"Enterocyte-marker genes (Haber et al., 2017)",CYP3A7-CYP3A51P
"Enterocyte-marker genes (Haber et al., 2017)",CYP3A43
"Enterocyte-marker genes (Haber et al., 2017)",CYP3A4
"Enterocyte-marker genes (Haber et al., 2017)",MYH14
"Enterocyte-marker genes (Haber et al., 2017)",APOA4
"Enterocyte-marker genes (Haber et al., 2017)",NUDT4B
"Enterocyte-marker genes (Haber et al., 2017)",GSTM1
"Enterocyte-marker genes (Haber et al., 2017)",FGF19
"Enterocyte-marker genes (Haber et al., 2017)",DPEP1
"Enterocyte-marker genes (Haber et al., 2017)",CREB3L3
"Enterocyte-marker genes (Haber et al., 2017)",LPGAT1
"Enterocyte-marker genes (Haber et al., 2017)",LCT
"Enterocyte-marker genes (Haber et al., 2017)",MUC17
"Enterocyte-marker genes (Haber et al., 2017)",RDH16
"Enterocyte-marker genes (Haber et al., 2017)",ASPA
"Enterocyte-marker genes (Haber et al., 2017)",NOSTRIN
"Enterocyte-marker genes (Haber et al., 2017)",SLC51A
"Enterocyte-marker genes (Haber et al., 2017)",ACE
"Enterocyte-marker genes (Haber et al., 2017)",C19orf33
"Enterocyte-marker genes (Haber et al., 2017)",HSD17B6
"Enterocyte-marker genes (Haber et al., 2017)",ARF6
"Enterocyte-marker genes (Haber et al., 2017)",FABP6
"Enterocyte-marker genes (Haber et al., 2017)",APOC3
"Enterocyte-marker genes (Haber et al., 2017)",PMP22
"Enterocyte-marker genes (Haber et al., 2017)",KRT20
"Enterocyte-marker genes (Haber et al., 2017)",RBP2
"Enterocyte-marker genes (Haber et al., 2017)",KHK
"Enterocyte-marker genes (Haber et al., 2017)",MYO15B
Enterocyte colon signature (Wang 2020),CD24
Enterocyte colon signature (Wang 2020),GPX2
Enterocyte colon signature (Wang 2020),MUC1
Enterocyte colon signature (Wang 2020),PIGR
Enterocyte colon signature (Wang 2020),CA2
Enterocyte colon signature (Wang 2020),HMGCS2
Enterocyte colon signature (Wang 2020),MT-CO2
Enterocyte colon signature (Wang 2020),MT-CO3
Enterocyte colon signature (Wang 2020),CEACAM5
Enterocyte colon signature (Wang 2020),MUC4
Enterocyte colon signature (Wang 2020),VSIG2
Enterocyte colon signature (Wang 2020),C4orf48
Enterocyte colon signature (Wang 2020),LGALS9
Enterocyte colon signature (Wang 2020),GOLM1
Enterocyte colon signature (Wang 2020),CKB
Enterocyte colon signature (Wang 2020),BSG
Enterocyte colon signature (Wang 2020),ADH1C
Enterocyte colon signature (Wang 2020),IER3
Enterocyte colon signature (Wang 2020),AGR2
Enterocyte colon signature (Wang 2020),MGST1
Enterocyte colon signature (Wang 2020),HK2
Enterocyte colon signature (Wang 2020),FABP5
Enterocyte colon signature (Wang 2020),HSPB1
Enterocyte colon signature (Wang 2020),CD9
Enterocyte colon signature (Wang 2020),SQRDL
Enterocyte colon signature (Wang 2020),STARD10
Enterocyte colon signature (Wang 2020),SH3BGRL3
Enterocyte colon signature (Wang 2020),TMEM54
Enterocyte colon signature (Wang 2020),CA12
Enterocyte colon signature (Wang 2020),ITM2C
Enterocyte colon signature (Wang 2020),SLC26A2
Enterocyte colon signature (Wang 2020),FAM3D
Enterocyte colon signature (Wang 2020),MT-ND4
Enterocyte colon signature (Wang 2020),CYBA
Enterocyte colon signature (Wang 2020),IFITM3
Enterocyte colon signature (Wang 2020),MARCKS
Enterocyte colon signature (Wang 2020),C10orf99
Enterocyte colon signature (Wang 2020),SELENBP1
Enterocyte colon signature (Wang 2020),TSPO
Enterocyte colon signature (Wang 2020),PTMA
Enterocyte colon signature (Wang 2020),CEACAM7
Enterocyte colon signature (Wang 2020),ATP8B1
Enterocyte colon signature (Wang 2020),ABCC3
Enterocyte colon signature (Wang 2020),ACTG1
Enterocyte colon signature (Wang 2020),CD59
Enterocyte colon signature (Wang 2020),S100A6
Enterocyte colon signature (Wang 2020),FAM162A
Enterocyte colon signature (Wang 2020),AES
Enterocyte colon signature (Wang 2020),RPSA
Enterocyte colon signature (Wang 2020),TMSB4X
Enterocyte colon signature (Wang 2020),SEPW1
Enterocyte colon signature (Wang 2020),PPP1R1B
Enterocyte colon signature (Wang 2020),GIPC1
Enterocyte colon signature (Wang 2020),MARCKSL1
Enterocyte colon signature (Wang 2020),TSPAN1
Enterocyte colon signature (Wang 2020),GLUL
Enterocyte colon signature (Wang 2020),LCN2
Enterocyte colon signature (Wang 2020),RP11-357H14.17
Enterocyte colon signature (Wang 2020),DSTN
Enterocyte colon signature (Wang 2020),APP
Enterocyte colon signature (Wang 2020),CA4
Enterocyte colon signature (Wang 2020),IGFBP2
Enterocyte colon signature (Wang 2020),CYCS
Enterocyte colon signature (Wang 2020),MS4A12
Enterocyte colon signature (Wang 2020),WBP5
Enterocyte colon signature (Wang 2020),NANS
Enterocyte colon signature (Wang 2020),ATP10B
Enterocyte colon signature (Wang 2020),PARM1
Enterocyte colon signature (Wang 2020),CD63
Enterocyte colon signature (Wang 2020),RNF145
Enterocyte colon signature (Wang 2020),ACVRL1
Enterocyte colon signature (Wang 2020),SERF2
Enterocyte colon signature (Wang 2020),RPL4
Enterocyte colon signature (Wang 2020),C2orf82
Enterocyte colon signature (Wang 2020),PKP2
Enterocyte colon signature (Wang 2020),GFPT1
Enterocyte colon signature (Wang 2020),FAM120A
Enterocyte colon signature (Wang 2020),NXPE4
Enterocyte colon signature (Wang 2020),ETHE1
Enterocyte colon signature (Wang 2020),UGP2
Enterocyte colon signature (Wang 2020),S100A11
Enterocyte colon signature (Wang 2020),ETNK1
Enterocyte colon signature (Wang 2020),SATB2
Enterocyte colon signature (Wang 2020),TPM3
Enterocyte colon signature (Wang 2020),SLC44A1
Enterocyte colon signature (Wang 2020),ZG16
Enterocyte colon signature (Wang 2020),UGDH
Enterocyte colon signature (Wang 2020),MLXIP
Enterocyte colon signature (Wang 2020),SLC38A1
Enterocyte colon signature (Wang 2020),SMIM14
Enterocyte colon signature (Wang 2020),EMP2
Enterocyte colon signature (Wang 2020),ATP5G1
Enterocyte colon signature (Wang 2020),MGLL
Enterocyte colon signature (Wang 2020),KLF4
Enterocyte colon signature (Wang 2020),DSG2
Enterocyte colon signature (Wang 2020),FCGBP
Enterocyte colon signature (Wang 2020),LITAF
Enterocyte colon signature (Wang 2020),C9orf16
Enterocyte colon signature (Wang 2020),ID3
Enterocyte colon signature (Wang 2020),MUC12
Enterocyte colon signature (Wang 2020),CEACAM6
Enterocyte colon signature (Wang 2020),C15orf48
Enterocyte colon signature (Wang 2020),PLA2G10
Enterocyte colon signature (Wang 2020),PLSCR1
Enterocyte colon signature (Wang 2020),LLGL2
Enterocyte colon signature (Wang 2020),PLA2G2A
Enterocyte colon signature (Wang 2020),RRBP1
Enterocyte colon signature (Wang 2020),KTN1
Enterocyte colon signature (Wang 2020),NUPR1
Enterocyte colon signature (Wang 2020),FRYL
Enterocyte colon signature (Wang 2020),PHB
Enterocyte colon signature (Wang 2020),MLEC
Enterocyte colon signature (Wang 2020),FXYD3
Enterocyte colon signature (Wang 2020),MT-CO1
Enterocyte colon signature (Wang 2020),APOBR
Enterocyte colon signature (Wang 2020),MT-ATP6
Enterocyte colon signature (Wang 2020),CA1
Enterocyte colon signature (Wang 2020),RPL18A
Enterocyte colon signature (Wang 2020),MAL2
Enterocyte colon signature (Wang 2020),DHRS9
Enterocyte colon signature (Wang 2020),ITGA6
Enterocyte colon signature (Wang 2020),MZT2B
Enterocyte colon signature (Wang 2020),PRKACB
Enterocyte colon signature (Wang 2020),HSPA1A
Enterocyte colon signature (Wang 2020),ZG16B
Enterocyte colon signature (Wang 2020),TCEA3
Enterocyte colon signature (Wang 2020),DENND2A
Enterocyte colon signature (Wang 2020),ACTR2
Enterocyte colon signature (Wang 2020),RPS2
Enterocyte colon signature (Wang 2020),MRPL12
Enterocyte colon signature (Wang 2020),CSTB
Enterocyte colon signature (Wang 2020),CD320
Enterocyte colon signature (Wang 2020),CEACAM1
Enterocyte colon signature (Wang 2020),KRT18
Enterocyte colon signature (Wang 2020),CTSS
Enterocyte colon signature (Wang 2020),PRDX6
Enterocyte colon signature (Wang 2020),MUC5B
Enterocyte colon signature (Wang 2020),NDRG2
Enterocyte colon signature (Wang 2020),SYNGR2
Enterocyte colon signature (Wang 2020),CCL28
Enterocyte colon signature (Wang 2020),PDE4C
Enterocyte colon signature (Wang 2020),MT-ND1
Enterocyte colon signature (Wang 2020),TXNIP
Enterocyte colon signature (Wang 2020),AREG
Enterocyte colon signature (Wang 2020),TPD52
Enterocyte colon signature (Wang 2020),SMAGP
Enterocyte colon signature (Wang 2020),DCTPP1
Enterocyte colon signature (Wang 2020),ATP2A3
Enterocyte colon signature (Wang 2020),MT-CYB
Enterocyte colon signature (Wang 2020),PKIB
Enterocyte colon signature (Wang 2020),TPM4
Enterocyte colon signature (Wang 2020),RPL37A
Enterocyte colon signature (Wang 2020),EFNB2
Enterocyte colon signature (Wang 2020),SH3KBP1
Enterocyte colon signature (Wang 2020),TCEB2
Enterocyte colon signature (Wang 2020),BCAS1
Enterocyte colon signature (Wang 2020),RPS18
Enterocyte colon signature (Wang 2020),C1QBP
Enterocyte colon signature (Wang 2020),PLCD3
Enterocyte colon signature (Wang 2020),TFRC
Enterocyte colon signature (Wang 2020),RPLP2
Enterocyte colon signature (Wang 2020),STRA13
Enterocyte colon signature (Wang 2020),SLC16A1
Enterocyte colon signature (Wang 2020),MINOS1
Enterocyte colon signature (Wang 2020),PADI2
Enterocyte colon signature (Wang 2020),RPLP1
Enterocyte colon signature (Wang 2020),PTP4A1
Enterocyte colon signature (Wang 2020),C12orf57
Enterocyte colon signature (Wang 2020),RBM3
Enterocyte colon signature (Wang 2020),CTSC
Enterocyte colon signature (Wang 2020),SLPI
Enterocyte colon signature (Wang 2020),RPS6
